"","1","2","3","4","5","6","7a","7b","7c","7d","8","9","10a","10b","11","12","13","14","15","16","17a","17b","18","19","20","21","22","24","26","28","30","33","34","35","36","37","38","39","40","R1","R2","R3","R4","R5","R6","R7","R8","R9"
"01c8e465-2b4e-4519-bdef-c3ac06b43eeb",0,0,0,0,0.765299853383956,0,0,0,0,0,0.234700146616044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01dc6872-c623-11e3-bf01-24c6515278c0",0,0.0125072991183631,0,0,0.550407621498796,0,0,0,0,0,0,0,0,0,0,0.342923182344498,0,0,0,0,0,0,0.0941618970383423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01df36af-3617-40fc-9892-f54ce433cf71",0.0886170611403372,0,0,0,0.221726063038259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689656875821404,0,0,0,0,0,0,0,0,0
"020fab36-c7de-4933-b2bf-dc7b019a1326",0.115992234337207,0.0460843505551412,0.193976470292573,0,0.425661525460855,0,0,0,0,0,0.146419155977028,0,0,0,0,0,0.0718662633771956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0250e6f7-2538-4d1f-a8ff-ca34a7057dde",0.0742997752594971,0.0366224411890146,0.237363655565157,0,0.251984525368818,0,0,0,0,0,0,0,0,0,0,0,0.052727480608961,0,0,0,0.0708551678270101,0.115688975379549,0.122587903549424,0,0,0,0,0,0,0.0378700752525692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02917220-6a7a-46a1-8656-907e96bef88e",0,0,0,0,0.11886411929122,0,0,0,0,0,0,0.792973710027192,0,0,0,0,0,0,0,0,0,0.0881621706815881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02c6a893-49c5-49d1-8eb1-195021e70d52",0.139532331398259,0.104367980519293,0,0,0.486070903988355,0,0,0,0,0,0,0,0,0,0,0,0.0414770770806194,0,0,0,0,0,0.228551707013473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02c97e2b-914e-4afc-bf50-78f0cfbfa67b",0.190356243540185,0.0292556214400619,0,0,0.615319701628454,0,0,0,0,0,0,0,0,0,0,0,0.018793250916287,0,0,0,0,0,0.105161816157211,0,0,0,0,0,0,0,0,0,0.041113366317801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02e5c36f-5bec-45e2-a048-875653b85ca1",0.153066594744126,0.0298039137902573,0,0,0.639882620276446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112048927141635,0,0,0,0,0,0,0,0,0,0.0651979440475362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030695f6-c623-11e3-bf01-24c6515278c0",0,0.02116996001854,0,0,0.604511292987975,0,0,0,0,0,0,0,0,0,0,0.197969832356088,0.0431738820608081,0,0,0,0,0,0.111328480639762,0,0,0,0,0,0,0,0,0,0.0218465519368278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0332b017-17d5-4083-8fc4-9d6f8fdbbbde",0.402064610630651,0,0,0,0.428062444602054,0,0,0,0,0,0.169872944767295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0363fe2c-d765-450e-8b1a-d13a23d9af2a",0.0389288376311856,0.0210906348281679,0,0,0.939980527540647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0385961e-ea99-40b2-ad79-6872bc30d8a1",0.176745046364313,0.0261894752890875,0,0,0.569953192760426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227112285586173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03ad38a6-0902-4aaa-84a3-91ea88fa9883",0.0732356996208125,0,0,0,0.548082676239076,0,0,0,0,0,0,0.225527626425212,0,0,0,0,0,0,0,0,0,0,0.109095019819998,0,0,0,0,0,0,0,0,0,0.0440589778949008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03b5268e-881e-49e7-824f-170c3fc8b11b",0.12528321609547,0,0,0,0.738036618809289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13668016509524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03c3c692-8a86-4843-85ae-e045f0fa6f88",0.0816439450595511,0.0816439538011974,0.327887361241549,0,0.321036235703033,0,0,0,0,0,0,0,0,0,0,0,0.0333704363430041,0,0,0,0,0.0735823436514183,0,0,0,0,0,0,0,0.050163884297824,0,0,0.0306718399024229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03c88506-d72e-4a44-a34e-a7f0564f1799",0,0.0280973043442138,0,0,0.726178256460303,0,0,0,0,0,0.235869083075788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009855356119695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03ced0ce-186a-4349-8d98-572c2bc90382",0.134034714633443,0,0,0,0.298538112687883,0,0,0,0,0,0,0,0,0,0,0,0.038368534800319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529058637878356,0,0,0,0,0,0,0,0,0
"03cff38d-7e29-4409-a508-749bddb1b3df",0.10238660404545,0,0,0,0,0,0,0,0,0,0,0.192299180360125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705314215594424,0,0,0,0,0,0,0,0,0
"041e3b42-c623-11e3-bf01-24c6515278c0",0,0,0,0,0.696351554276389,0,0,0,0,0,0,0,0,0,0,0.189878137314444,0,0,0,0,0,0,0.113770308409167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04339769-517c-448d-a7ca-951f83608c60",0.193383339010195,0,0,0,0.666694077029313,0,0,0,0,0,0.139922583960492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0448206f-3ade-4087-b1a9-4fb2d14e1367",0.0345792573114999,0.0267800877107131,0.67416923360415,0,0,0,0,0,0,0,0.264471421373637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"046d7386-95c8-4501-9e55-c85bec272a7a",0.21871855875784,0.0456259796247409,0,0,0.566318550414183,0,0,0,0,0,0,0,0,0,0,0,0.0417393401625043,0,0,0,0,0,0.127597571040732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"047f9e4d-86b5-4943-aef5-68199bf29e8c",0.0554343726466967,0.261083661108363,0,0,0.310057073532195,0,0,0,0,0,0,0,0,0,0,0,0.373424892712746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04aa6b77-8074-480c-872e-a1a47afa5314",1.60123970512247e-07,0,0,0,0.008791307619737,0,0.724863438248151,0.180504342590262,0.0727766390279475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00699360339803591,0,0,0,0,0,0,0.00607050899189588,0,0,0,0,0,0,0,0,0,0,0
"04b570c2-3224-4e9b-81cc-089b4a7ff07a",0.0848848784075472,0,0,0,0.604602296094297,0,0,0,0,0,0.257311772511922,0,0,0,0,0,0,0,0,0,0,0,0,0.0532010529862333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04b9837e-9ab5-4eb9-9a9c-ef49e3a62662",0.186790539813813,0,0,0,0.588669618662582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224539841523605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04c09376-8756-41d9-bbca-f464170a8cfb",0,0,0,0,0.0489588428513559,0,0.519736723041392,0.291835307064875,0.0384537819599219,0.0169441285704348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840712165120206,0,0,0,0,0,0,0,0,0,0,0
"04db8bef-8777-48ac-bc2e-3c9acb103f48",0.0361312726893736,0.0166471071921073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197707420116548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350100050844614,0,0,0,0,0,0.892440873022403,0,0,0,0,0,0,0,0,0
"05070acd-3ec1-44bb-9c32-26d3a483a72a",0.358410705257526,0.0445964289634899,0,0,0.424476557563797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122071377021533,0,0,0,0,0,0,0,0,0,0.0504449311936546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"052015bc-8c24-467c-8ff7-9e0dc4ad39fd",0.177786769119645,0.020629626242968,0,0,0.575397929614416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193242556444247,0,0,0,0,0,0,0,0,0,0.032943118578724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"052665d1-ab75-4f40-be5a-b88154c8beed",0.0884695502578112,0,0.375728895713758,0,0.389442192953902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125574049109279,0,0,0,0,0,0,0,0,0,0.0207853119652493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05486349-24a4-4931-bf5f-c9fefe369af2",0.245843569998074,0,0,0,0.490074207882254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232441851173449,0,0,0,0,0,0,0,0,0,0.0316403709462235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0554ffe5-31f7-43f5-8372-2b73c9cf3527",0.057367818858667,0.0671759984811561,0,0,0.486428328109265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356201021695176,0,0,0,0,0,0,0,0,0,0.0328268328557356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05616329-e7ba-4efd-87b1-d79cd0f7af3d",0.0416670824567133,0,0,0,0.44253262564405,0,0,0,0,0,0,0.385369133954286,0,0,0,0,0,0,0,0,0,0.0346102131022334,0.048146238710918,0,0,0,0,0,0,0,0,0,0.0476747061317996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0567d3e6-6278-4d0a-81ae-c084d73c6dd3",0.107012337882807,0,0,0,0.675767766381081,0,0,0,0,0,0.217219895736113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05780d48-80e7-4d70-b00c-081f8a9519f2",0.0253680307079167,0,0,0,0.096821563039289,0.217402894645783,0,0,0,0,0,0,0,0,0,0,0,0.0466805122879416,0,0,0,0.0240546257700416,0,0,0.170644345485193,0,0,0,0.399324521659585,0,0,0,0.0197035064042495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05c487aa-72d8-42e6-aa2b-b9b5ce273f5c",0.0237904043246614,0,0,0,0.862406870704414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954787519234411,0,0,0,0,0,0,0,0,0,0,0,0,0.0183239730474832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05da3161-1444-4188-914d-19762de3a443",0.0285329006573259,0,0,0,0.353675319905702,0,0,0,0,0,0,0.541106792501273,0,0,0,0,0,0,0,0,0,0,0.0766849869356991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0609b182-0396-4755-b463-10f949c5b8bb",0.0813343483836538,0,0,0,0.653351313225789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226148928276801,0,0,0,0,0,0,0,0,0,0.039165410113756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0624eb1d-3aff-4037-a3c5-fc363a9edd02",0.112009357393095,0,0,0,0.737994331865327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149996310741578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"062e96d4-c623-11e3-bf01-24c6515278c0",0,0,0,0,0.568504449646718,0,0,0,0,0,0.242274283270612,0,0,0,0,0.189221267082671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"063cfacf-9933-4a2d-8921-0aeb76e12779",0.0530558409360544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946944159063946,0,0,0,0,0,0,0,0,0
"068f4f69-d2fe-4f25-912e-ca7d4623efb6",0.0597903850652971,0,0,0,0.410748113832619,0,0,0,0,0,0.212536390258468,0.316925110843616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06dad93a-4b67-49b3-8fa5-f2546e22bae7",0.0526189168652902,0.199139304656978,0,0,0.424915702662203,0,0,0,0,0,0,0,0,0,0,0,0.323326075815528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06ecd127-6c24-422d-a7fb-bf5aee1b8b7b",0,0,0,0,0.654366895419487,0,0,0,0,0,0.204713212632336,0,0,0,0,0.136265584446006,0,0,0,0,0.00465430750217136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"072f4146-c623-11e3-bf01-24c6515278c0",0,0,0,0,0.550045735886744,0,0,0,0,0,0.222111351355523,0,0,0,0,0.227842912757733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"074fd614-5d9c-4bcc-96ad-351aa14387e3",0,0.0173955145029554,0,0,0.83493758924051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121736299924603,0,0,0,0,0,0,0,0,0,0.0259305963319317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"075fc96d-6742-4ef3-9369-482592ad3a2f",0.0994802828068425,0.108888831246924,0,0,0.250181300744545,0,0,0,0,0,0,0,0,0,0,0,0.105943167583332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435506417618357,0,0,0,0,0,0,0,0,0
"07835447-5d7e-4828-80fd-89b063989c9a",0.0864792528537953,0,0,0,0.549698229761812,0,0,0,0,0,0,0.211884659514415,0,0,0,0,0,0,0,0,0,0,0.129591876253175,0,0,0,0,0,0,0,0,0,0.0223459816168036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"079bcb09-a075-4313-9a3e-dd67734a8c5d",0.172702624745224,0.0924048561446605,0,0,0.486641171255749,0,0,0,0,0,0,0,0,0,0,0,0.0439435604235856,0,0,0,0,0,0.163340886367511,0,0,0,0,0,0,0,0,0,0.0409669010632698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07b5141f-ac79-439b-883b-b0183bbe7ff5",0.0392530272531832,0.0430728124279399,0.538067781625688,0,0.217903059000615,0,0,0,0,0,0,0,0,0,0,0,0.0578614659553228,0,0,0,0,0,0.0763217477402566,0,0,0,0,0,0,0,0,0,0.0275201059969945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07d20658-3db4-47e7-877b-66536266edfc",0.107662485720546,0.192891434906604,0,0,0.377881800918485,0,0,0,0,0,0,0,0,0,0,0,0.236241063787646,0,0,0,0,0,0.0853232146667195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07e0e938-f61f-477a-92a2-5b7e74b78943",0.0390313854977804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124136849814086,0.214919957315872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621911807372261,0,0,0,0,0,0,0,0,0
"07f16397-71bb-4594-ad4d-caa7d2baeabd",0.124634564301339,0,0,0,0.34574563123764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337455126271929,0,0,0,0,0,0.495874291833828,0,0,0,0,0,0,0,0,0
"080ecc31-756a-4a1b-a51e-d632ac8219f7",0.0944897492609792,0,0,0,0.421979514224086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346609816495911,0.390344111084064,0,0,0,0,0,0,0.0327271756630927,0,0,0.0257984681181874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08227616-02a5-46e8-9db1-f2d1d691ab23",0.0212010272669376,0.205260245205369,0,0,0.521893859969763,0,0,0,0,0,0,0,0,0,0,0,0.136360583377779,0,0,0,0,0,0.115284284180152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0831e45e-c623-11e3-bf01-24c6515278c0",0,0,0,0,0.420502820676018,0,0,0,0,0,0,0,0,0,0,0.388504497170611,0,0,0,0,0,0,0.0707699642130617,0,0,0,0,0,0,0,0,0,0.0307427407119207,0.0894799772283885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"089be98d-c3c9-4fb4-aef2-7a8578a91d51",0.176713279095523,0.0162602748249805,0,0,0.58180449402294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186289737543053,0,0,0,0,0,0,0,0,0,0.0389322145135035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08ac57ec-0036-4134-a9bb-f22eaa27ab0d",0.230179261784497,0,0,0,0.428301223444679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341519514770824,0,0,0,0,0,0,0,0,0
"08b5d0e4-4661-460e-a9f7-f2e687414711",0,0,0,0,0.056341057213552,0,0.719409128184418,0.22424981460203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08d2a566-8407-4e9b-836c-bf5e1e9f85b2",0.0761842120430144,0,0,0,0.223006837518784,0,0,0,0,0,0,0,0,0,0,0,0.0158172721659861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701622403132472,0,0,0,0,0,0.614829437958968,0,0,0,0,0,0,0,0,0
"08e1d976-6c39-428e-a4c2-f655b675683e",0.176955094187935,0,0,0,0.396615109903693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101389842985752,0,0,0.32503995292262,0,0,0,0,0,0,0,0,0
"08f7812b-0d74-42ba-985b-d0a027e8a80c",0.0599488937081199,0,0,0,0.392163539617327,0,0,0,0,0,0,0.547887566674553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09497b9b-6fca-48cb-af97-161a3e434a51",0.0803475049352774,0.0322460409378555,0,0,0.308533664497887,0,0,0,0,0,0,0,0,0,0,0,0.058381808607766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520490981021214,0,0,0,0,0,0,0,0,0
"09508a0d-ebe0-4fa1-b7b2-1710814181cd",0.0545433374403182,0,0,0,0.32594281077865,0,0,0,0,0,0,0,0,0,0,0,0.0279967497214677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132685525614085,0.458831576445479,0,0,0,0,0,0,0,0,0
"09537dce-c797-4b60-962a-d4c3cd6ab00a",0.217996185366379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782003814633621,0,0,0,0,0,0,0,0,0
"0972bfcf-c6c6-48cc-b820-cdfa6279a4f3",0.114818973671189,0.105737698890184,0,0,0.429311097353744,0,0,0,0,0,0,0,0,0,0,0,0.0760694143572087,0,0,0,0.0309892372809021,0.0535299499731275,0.146135824761958,0,0,0,0,0,0,0,0,0,0.0434078037116868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0980e7fd-051d-45e9-9ca6-2baf073da4e8",0,0,0,0,0.0218008817373585,0,0,0,0,0,0,0,0.493298762134242,0.135438093275996,0,0,0,0.00876556863308998,0,0,0,0,0.007083681632634,0,0.00191379675734266,0.0369459315270965,0,0,0.0196638294327199,0.275089454869521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
